"Lect","Category","Sequence","Order","Segment"
"Tornedalen Finnish","Onset","CCC",3,"C"
"Tornedalen Finnish","Onset","f",1,"f"
"Tornedalen Finnish","Onset","h",1,"h"
"Tornedalen Finnish","Onset","j",1,"j"
"Tornedalen Finnish","Onset","k",1,"k"
"Tornedalen Finnish","Onset","l",1,"l"
"Tornedalen Finnish","Onset","m",1,"m"
"Tornedalen Finnish","Onset","n",1,"n"
"Tornedalen Finnish","Onset","p",1,"p"
"Tornedalen Finnish","Onset","r",1,"r"
"Tornedalen Finnish","Onset","s",1,"s"
"Tornedalen Finnish","Onset","t",1,"t"
"Tornedalen Finnish","Onset","v",1,"v"
"Tornedalen Finnish","Onset","ð",1,"ð"
"Tornedalen Finnish","Onset","ŋ",1,"ŋ"
"Tornedalen Finnish","Nucleus","a",1,"a"
"Tornedalen Finnish","Nucleus","ai",1,"a"
"Tornedalen Finnish","Nucleus","ai",2,"i"
"Tornedalen Finnish","Nucleus","au",1,"a"
"Tornedalen Finnish","Nucleus","au",2,"u"
"Tornedalen Finnish","Nucleus","e",1,"e"
"Tornedalen Finnish","Nucleus","ei",1,"e"
"Tornedalen Finnish","Nucleus","ei",2,"i"
"Tornedalen Finnish","Nucleus","eu",1,"e"
"Tornedalen Finnish","Nucleus","eu",2,"u"
"Tornedalen Finnish","Nucleus","i",1,"i"
"Tornedalen Finnish","Nucleus","o",1,"o"
"Tornedalen Finnish","Nucleus","oi",1,"o"
"Tornedalen Finnish","Nucleus","oi",2,"i"
"Tornedalen Finnish","Nucleus","ou",1,"o"
"Tornedalen Finnish","Nucleus","ou",2,"u"
"Tornedalen Finnish","Nucleus","u",1,"u"
"Tornedalen Finnish","Nucleus","ui",1,"u"
"Tornedalen Finnish","Nucleus","ui",2,"i"
"Tornedalen Finnish","Nucleus","uo",1,"u"
"Tornedalen Finnish","Nucleus","uo",2,"o"
"Tornedalen Finnish","Nucleus","uoi",1,"u"
"Tornedalen Finnish","Nucleus","uoi",2,"o"
"Tornedalen Finnish","Nucleus","uoi",3,"i"
"Tornedalen Finnish","Nucleus","y",1,"y"
"Tornedalen Finnish","Nucleus","yi",1,"y"
"Tornedalen Finnish","Nucleus","yi",2,"i"
"Tornedalen Finnish","Nucleus","yø",1,"y"
"Tornedalen Finnish","Nucleus","yø",2,"ø"
"Tornedalen Finnish","Nucleus","æ",1,"æ"
"Tornedalen Finnish","Nucleus","æy",1,"æ"
"Tornedalen Finnish","Nucleus","æy",2,"y"
"Tornedalen Finnish","Nucleus","ø",1,"ø"
"Tornedalen Finnish","Nucleus","øi",1,"ø"
"Tornedalen Finnish","Nucleus","øi",2,"i"
"Tornedalen Finnish","Nucleus","øy",1,"ø"
"Tornedalen Finnish","Nucleus","øy",2,"y"
"Tornedalen Finnish","Coda","#",1,"#"
"Tornedalen Finnish","Coda","C",1,"C"
"Tsakhur","Onset","#",1,"#"
"Tsakhur","Onset","b",1,"b"
"Tsakhur","Onset","d̪",1,"d̪"
"Tsakhur","Onset","d͡z",1,"d͡z"
"Tsakhur","Onset","d̪͡z̪",1,"d"
"Tsakhur","Onset","d̪͡z̪",2,"z̪"
"Tsakhur","Onset","f",1,"f"
"Tsakhur","Onset","h",1,"h"
"Tsakhur","Onset","k",1,"k"
"Tsakhur","Onset","kʰ",1,"kʰ"
"Tsakhur","Onset","kʼ",1,"kʼ"
"Tsakhur","Onset","l",1,"l"
"Tsakhur","Onset","m",1,"m"
"Tsakhur","Onset","n̪",1,"n̪"
"Tsakhur","Onset","p",1,"p"
"Tsakhur","Onset","pʰ",1,"pʰ"
"Tsakhur","Onset","pʼ",1,"pʼ"
"Tsakhur","Onset","q",1,"q"
"Tsakhur","Onset","qʰ",1,"qʰ"
"Tsakhur","Onset","qʼ",1,"qʼ"
"Tsakhur","Onset","r",1,"r"
"Tsakhur","Onset","s",1,"s"
"Tsakhur","Onset","s̪",1,"s̪"
"Tsakhur","Onset","t̪",1,"t̪"
"Tsakhur","Onset","t̪ʰ",1,"t̪ʰ"
"Tsakhur","Onset","t̪ʼ",1,"t̪ʼ"
"Tsakhur","Onset","t͡s",1,"t͡s"
"Tsakhur","Onset","t͡sʰ",1,"t͡sʰ"
"Tsakhur","Onset","t͡sʼ",1,"t͡sʼ"
"Tsakhur","Onset","t̪͡s̪",1,"t"
"Tsakhur","Onset","t̪͡s̪",2,"s̪"
"Tsakhur","Onset","t̪͡s̪ʰ",1,"t"
"Tsakhur","Onset","t̪͡s̪ʰ",2,"s̪ʰ"
"Tsakhur","Onset","t̪͡s̪ʼ",1,"t"
"Tsakhur","Onset","t̪͡s̪ʼ",2,"s̪ʼ"
"Tsakhur","Onset","v",1,"v"
"Tsakhur","Onset","x",1,"x"
"Tsakhur","Onset","z̪",1,"z̪"
"Tsakhur","Onset","ɡ",1,"ɡ"
"Tsakhur","Onset","ɣ",1,"ɣ"
"Tsakhur","Onset","ʁ",1,"ʁ"
"Tsakhur","Onset","ʔ",1,"ʔ"
"Tsakhur","Onset","ʝ",1,"ʝ"
"Tsakhur","Onset","χ",1,"χ"
"Tsakhur","Nucleus","a",1,"a"
"Tsakhur","Nucleus","aˤ",1,"aˤ"
"Tsakhur","Nucleus","e",1,"e"
"Tsakhur","Nucleus","eˤ",1,"eˤ"
"Tsakhur","Nucleus","i",1,"i"
"Tsakhur","Nucleus","o",1,"o"
"Tsakhur","Nucleus","oˤ",1,"oˤ"
"Tsakhur","Nucleus","u",1,"u"
"Tsakhur","Nucleus","uˤ",1,"uˤ"
"Tsakhur","Nucleus","y",1,"y"
"Tsakhur","Nucleus","ø",1,"ø"
"Tsakhur","Nucleus","ɑ",1,"ɑ"
"Tsakhur","Nucleus","ɨ",1,"ɨ"
"Tsakhur","Coda","#",1,"#"
"Tsakhur","Coda","CC",1,"C"
"Tsakhur","Coda","CC",2,"C"
"Tsakhur","Coda","b",1,"b"
"Tsakhur","Coda","d̪",1,"d̪"
"Tsakhur","Coda","d͡z",1,"d͡z"
"Tsakhur","Coda","d̪͡z̪",1,"d"
"Tsakhur","Coda","d̪͡z̪",2,"z̪"
"Tsakhur","Coda","f",1,"f"
"Tsakhur","Coda","h",1,"h"
"Tsakhur","Coda","kʰ",1,"kʰ"
"Tsakhur","Coda","kʼ",1,"kʼ"
"Tsakhur","Coda","l",1,"l"
"Tsakhur","Coda","m",1,"m"
"Tsakhur","Coda","n̪",1,"n̪"
"Tsakhur","Coda","pʰ",1,"pʰ"
"Tsakhur","Coda","pʼ",1,"pʼ"
"Tsakhur","Coda","qʰ",1,"qʰ"
"Tsakhur","Coda","qʼ",1,"qʼ"
"Tsakhur","Coda","r",1,"r"
"Tsakhur","Coda","s",1,"s"
"Tsakhur","Coda","s̪",1,"s̪"
"Tsakhur","Coda","t̪ʰ",1,"t̪ʰ"
"Tsakhur","Coda","t̪ʼ",1,"t̪ʼ"
"Tsakhur","Coda","t͡sʰ",1,"t͡sʰ"
"Tsakhur","Coda","t͡sʼ",1,"t͡sʼ"
"Tsakhur","Coda","t̪͡s̪ʰ",1,"t"
"Tsakhur","Coda","t̪͡s̪ʰ",2,"s̪ʰ"
"Tsakhur","Coda","t̪͡s̪ʼ",1,"t"
"Tsakhur","Coda","t̪͡s̪ʼ",2,"s̪ʼ"
"Tsakhur","Coda","v",1,"v"
"Tsakhur","Coda","x",1,"x"
"Tsakhur","Coda","z̪",1,"z̪"
"Tsakhur","Coda","ɡ",1,"ɡ"
"Tsakhur","Coda","ɣ",1,"ɣ"
"Tsakhur","Coda","ʁ",1,"ʁ"
"Tsakhur","Coda","ʔ",1,"ʔ"
"Tsakhur","Coda","ʝ",1,"ʝ"
"Tsakhur","Coda","χ",1,"χ"
"Tsat","Onset","#",1,"#"
"Tsat","Onset","h",1,"h"
"Tsat","Onset","k",1,"k"
"Tsat","Onset","kʰ",1,"kʰ"
"Tsat","Onset","l",1,"l"
"Tsat","Onset","m",1,"m"
"Tsat","Onset","p",1,"p"
"Tsat","Onset","pʰ",1,"pʰ"
"Tsat","Onset","s",1,"s"
"Tsat","Onset","t",1,"t"
"Tsat","Onset","tʰ",1,"tʰ"
"Tsat","Onset","t͡s",1,"t͡s"
"Tsat","Onset","v",1,"v"
"Tsat","Onset","z",1,"z"
"Tsat","Onset","ŋ",1,"ŋ"
"Tsat","Onset","ɓ",1,"ɓ"
"Tsat","Onset","ɗ",1,"ɗ"
"Tsat","Onset","ɲ",1,"ɲ"
"Tsat","Onset","ʔ",1,"ʔ"
"Tsat","Nucleus","a",1,"a"
"Tsat","Nucleus","aj",1,"a"
"Tsat","Nucleus","aj",2,"j"
"Tsat","Nucleus","aw",1,"a"
"Tsat","Nucleus","aw",2,"w"
"Tsat","Nucleus","aː",1,"aː"
"Tsat","Nucleus","aːj",1,"aː"
"Tsat","Nucleus","aːj",2,"j"
"Tsat","Nucleus","aːw",1,"aː"
"Tsat","Nucleus","aːw",2,"w"
"Tsat","Nucleus","e",1,"e"
"Tsat","Nucleus","i",1,"i"
"Tsat","Nucleus","ia",1,"i"
"Tsat","Nucleus","ia",2,"a"
"Tsat","Nucleus","iaj",1,"i"
"Tsat","Nucleus","iaj",2,"a"
"Tsat","Nucleus","iaj",3,"j"
"Tsat","Nucleus","iaw",1,"i"
"Tsat","Nucleus","iaw",2,"a"
"Tsat","Nucleus","iaw",3,"w"
"Tsat","Nucleus","io",1,"i"
"Tsat","Nucleus","io",2,"o"
"Tsat","Nucleus","iu",1,"i"
"Tsat","Nucleus","iu",2,"u"
"Tsat","Nucleus","iə",1,"i"
"Tsat","Nucleus","iə",2,"ə"
"Tsat","Nucleus","o",1,"o"
"Tsat","Nucleus","oj",1,"o"
"Tsat","Nucleus","oj",2,"j"
"Tsat","Nucleus","u",1,"u"
"Tsat","Nucleus","ua",1,"u"
"Tsat","Nucleus","ua",2,"a"
"Tsat","Nucleus","uaj",1,"u"
"Tsat","Nucleus","uaj",2,"a"
"Tsat","Nucleus","uaj",3,"j"
"Tsat","Nucleus","uj",1,"u"
"Tsat","Nucleus","uj",2,"j"
"Tsat","Nucleus","z",1,"z"
"Tsat","Nucleus","æ̃ː",1,"æ̃ː"
"Tsat","Nucleus","ə",1,"ə"
"Tsat","Coda","#",1,"#"
"Tsat","Coda","k",1,"k"
"Tsat","Coda","n",1,"n"
"Tsat","Coda","t",1,"t"
"Tsat","Coda","ŋ",1,"ŋ"
"Tsat","Coda","ʔ",1,"ʔ"
"Tsez","Onset","#",1,"#"
"Tsez","Onset","b",1,"b"
"Tsez","Onset","d",1,"d"
"Tsez","Onset","h",1,"h"
"Tsez","Onset","j",1,"j"
"Tsez","Onset","k",1,"k"
"Tsez","Onset","kʼ",1,"kʼ"
"Tsez","Onset","l",1,"l"
"Tsez","Onset","m",1,"m"
"Tsez","Onset","n",1,"n"
"Tsez","Onset","p",1,"p"
"Tsez","Onset","pʼ",1,"pʼ"
"Tsez","Onset","q",1,"q"
"Tsez","Onset","qʼ",1,"qʼ"
"Tsez","Onset","qˤ",1,"qˤ"
"Tsez","Onset","qˤʼ",1,"qˤʼ"
"Tsez","Onset","r",1,"r"
"Tsez","Onset","s",1,"s"
"Tsez","Onset","t",1,"t"
"Tsez","Onset","tʼ",1,"tʼ"
"Tsez","Onset","t͡s",1,"t͡s"
"Tsez","Onset","t͡sʼ",1,"t͡sʼ"
"Tsez","Onset","t͡ɕ",1,"t͡ɕ"
"Tsez","Onset","t͡ɕʼ",1,"t͡ɕʼ"
"Tsez","Onset","t͡ɬ",1,"t͡ɬ"
"Tsez","Onset","t͡ɬʼ",1,"t͡ɬʼ"
"Tsez","Onset","w",1,"w"
"Tsez","Onset","z",1,"z"
"Tsez","Onset","ħ",1,"ħ"
"Tsez","Onset","ɕ",1,"ɕ"
"Tsez","Onset","ɡ",1,"ɡ"
"Tsez","Onset","ɬ",1,"ɬ"
"Tsez","Onset","ʁ",1,"ʁ"
"Tsez","Onset","ʁˤ",1,"ʁˤ"
"Tsez","Onset","ʑ",1,"ʑ"
"Tsez","Onset","ʡ",1,"ʡ"
"Tsez","Onset","χ",1,"χ"
"Tsez","Onset","χˤ",1,"χˤ"
"Tsez","Nucleus","a",1,"a"
"Tsez","Nucleus","aː",1,"aː"
"Tsez","Nucleus","e",1,"e"
"Tsez","Nucleus","i",1,"i"
"Tsez","Nucleus","o",1,"o"
"Tsez","Nucleus","u",1,"u"
"Tsez","Coda","#",1,"#"
"Tsez","Coda","b",1,"b"
"Tsez","Coda","d",1,"d"
"Tsez","Coda","h",1,"h"
"Tsez","Coda","j",1,"j"
"Tsez","Coda","k",1,"k"
"Tsez","Coda","kʼ",1,"kʼ"
"Tsez","Coda","l",1,"l"
"Tsez","Coda","m",1,"m"
"Tsez","Coda","n",1,"n"
"Tsez","Coda","p",1,"p"
"Tsez","Coda","pʼ",1,"pʼ"
"Tsez","Coda","q",1,"q"
"Tsez","Coda","qʼ",1,"qʼ"
"Tsez","Coda","qˤ",1,"qˤ"
"Tsez","Coda","qˤʼ",1,"qˤʼ"
"Tsez","Coda","r",1,"r"
"Tsez","Coda","s",1,"s"
"Tsez","Coda","t",1,"t"
"Tsez","Coda","tʼ",1,"tʼ"
"Tsez","Coda","t͡s",1,"t͡s"
"Tsez","Coda","t͡sʼ",1,"t͡sʼ"
"Tsez","Coda","t͡ɕ",1,"t͡ɕ"
"Tsez","Coda","t͡ɕʼ",1,"t͡ɕʼ"
"Tsez","Coda","t͡ɬ",1,"t͡ɬ"
"Tsez","Coda","t͡ɬʼ",1,"t͡ɬʼ"
"Tsez","Coda","w",1,"w"
"Tsez","Coda","z",1,"z"
"Tsez","Coda","ħ",1,"ħ"
"Tsez","Coda","ɕ",1,"ɕ"
"Tsez","Coda","ɡ",1,"ɡ"
"Tsez","Coda","ɬ",1,"ɬ"
"Tsez","Coda","ʁ",1,"ʁ"
"Tsez","Coda","ʁˤ",1,"ʁˤ"
"Tsez","Coda","ʑ",1,"ʑ"
"Tsez","Coda","ʡ",1,"ʡ"
"Tsez","Coda","χ",1,"χ"
"Tsez","Coda","χˤ",1,"χˤ"
"Tshangla","Onset","#",1,"#"
"Tshangla","Onset","b",1,"b"
"Tshangla","Onset","br",1,"b"
"Tshangla","Onset","br",2,"r"
"Tshangla","Onset","d",1,"d"
"Tshangla","Onset","d͡ʑ",1,"d͡ʑ"
"Tshangla","Onset","h",1,"h"
"Tshangla","Onset","j",1,"j"
"Tshangla","Onset","k",1,"k"
"Tshangla","Onset","kr",1,"k"
"Tshangla","Onset","kr",2,"r"
"Tshangla","Onset","kʰ",1,"kʰ"
"Tshangla","Onset","kʰr",1,"kʰ"
"Tshangla","Onset","kʰr",2,"r"
"Tshangla","Onset","l",1,"l"
"Tshangla","Onset","m",1,"m"
"Tshangla","Onset","n",1,"n"
"Tshangla","Onset","p",1,"p"
"Tshangla","Onset","pr",1,"p"
"Tshangla","Onset","pr",2,"r"
"Tshangla","Onset","pɕ",1,"p"
"Tshangla","Onset","pɕ",2,"ɕ"
"Tshangla","Onset","pʰ",1,"pʰ"
"Tshangla","Onset","pʰr",1,"pʰ"
"Tshangla","Onset","pʰr",2,"r"
"Tshangla","Onset","s",1,"s"
"Tshangla","Onset","t",1,"t"
"Tshangla","Onset","tʰ",1,"tʰ"
"Tshangla","Onset","t͡s",1,"t͡s"
"Tshangla","Onset","t͡sʰ",1,"t͡sʰ"
"Tshangla","Onset","t͡ɕ",1,"t͡ɕ"
"Tshangla","Onset","t͡ɕʰ",1,"t͡ɕʰ"
"Tshangla","Onset","w",1,"w"
"Tshangla","Onset","z",1,"z"
"Tshangla","Onset","ŋ",1,"ŋ"
"Tshangla","Onset","ɕ",1,"ɕ"
"Tshangla","Onset","ɖ",1,"ɖ"
"Tshangla","Onset","ɡ",1,"ɡ"
"Tshangla","Onset","ɡr",1,"ɡ"
"Tshangla","Onset","ɡr",2,"r"
"Tshangla","Onset","ɳ",1,"ɳ"
"Tshangla","Onset","ɾ",1,"ɾ"
"Tshangla","Onset","ʈ",1,"ʈ"
"Tshangla","Onset","ʈʰ",1,"ʈʰ"
"Tshangla","Nucleus","a",1,"a"
"Tshangla","Nucleus","ai",1,"a"
"Tshangla","Nucleus","ai",2,"i"
"Tshangla","Nucleus","au",1,"a"
"Tshangla","Nucleus","au",2,"u"
"Tshangla","Nucleus","e",1,"e"
"Tshangla","Nucleus","i",1,"i"
"Tshangla","Nucleus","o",1,"o"
"Tshangla","Nucleus","oi",1,"o"
"Tshangla","Nucleus","oi",2,"i"
"Tshangla","Nucleus","u",1,"u"
"Tshangla","Nucleus","ui",1,"u"
"Tshangla","Nucleus","ui",2,"i"
"Tshangla","Coda","#",1,"#"
"Tshangla","Coda","k",1,"k"
"Tshangla","Coda","m",1,"m"
"Tshangla","Coda","n",1,"n"
"Tshangla","Coda","p",1,"p"
"Tshangla","Coda","s",1,"s"
"Tshangla","Coda","t",1,"t"
"Tshangla","Coda","ŋ",1,"ŋ"
"Tshangla","Coda","ɾ",1,"ɾ"
"Tulu","Onset","#",1,"#"
"Tulu","Onset","b",1,"b"
"Tulu","Onset","bh",1,"b"
"Tulu","Onset","bh",2,"h"
"Tulu","Onset","bj",1,"b"
"Tulu","Onset","bj",2,"j"
"Tulu","Onset","bl",1,"b"
"Tulu","Onset","bl",2,"l"
"Tulu","Onset","bn",1,"b"
"Tulu","Onset","bn",2,"n"
"Tulu","Onset","br",1,"b"
"Tulu","Onset","br",2,"r"
"Tulu","Onset","bɖ",1,"b"
"Tulu","Onset","bɖ",2,"ɖ"
"Tulu","Onset","bɭ",1,"b"
"Tulu","Onset","bɭ",2,"ɭ"
"Tulu","Onset","bɳ",1,"b"
"Tulu","Onset","bɳ",2,"ɳ"
"Tulu","Onset","c",1,"c"
"Tulu","Onset","ch",1,"c"
"Tulu","Onset","ch",2,"h"
"Tulu","Onset","cj",1,"c"
"Tulu","Onset","cj",2,"j"
"Tulu","Onset","cl",1,"c"
"Tulu","Onset","cl",2,"l"
"Tulu","Onset","d",1,"d"
"Tulu","Onset","dh",1,"d"
"Tulu","Onset","dh",2,"h"
"Tulu","Onset","dj",1,"d"
"Tulu","Onset","dj",2,"j"
"Tulu","Onset","dl",1,"d"
"Tulu","Onset","dl",2,"l"
"Tulu","Onset","dn",1,"d"
"Tulu","Onset","dn",2,"n"
"Tulu","Onset","dr",1,"d"
"Tulu","Onset","dr",2,"r"
"Tulu","Onset","dw",1,"d"
"Tulu","Onset","dw",2,"w"
"Tulu","Onset","h",1,"h"
"Tulu","Onset","hr",1,"h"
"Tulu","Onset","hr",2,"r"
"Tulu","Onset","j",1,"j"
"Tulu","Onset","k",1,"k"
"Tulu","Onset","kh",1,"k"
"Tulu","Onset","kh",2,"h"
"Tulu","Onset","kj",1,"k"
"Tulu","Onset","kj",2,"j"
"Tulu","Onset","kl",1,"k"
"Tulu","Onset","kl",2,"l"
"Tulu","Onset","kn",1,"k"
"Tulu","Onset","kn",1,"k"
"Tulu","Onset","kn",2,"n"
"Tulu","Onset","kn",2,"n"
"Tulu","Onset","kr",1,"k"
"Tulu","Onset","kr",2,"r"
"Tulu","Onset","kɭ",1,"k"
"Tulu","Onset","kɭ",2,"ɭ"
"Tulu","Onset","kʂ",1,"k"
"Tulu","Onset","kʂ",2,"ʂ"
"Tulu","Onset","l",1,"l"
"Tulu","Onset","m",1,"m"
"Tulu","Onset","mj",1,"m"
"Tulu","Onset","mj",2,"j"
"Tulu","Onset","mr",1,"m"
"Tulu","Onset","mr",2,"r"
"Tulu","Onset","n",1,"n"
"Tulu","Onset","nj",1,"n"
"Tulu","Onset","nj",2,"j"
"Tulu","Onset","nr",1,"n"
"Tulu","Onset","nr",2,"r"
"Tulu","Onset","p",1,"p"
"Tulu","Onset","ph",1,"p"
"Tulu","Onset","ph",2,"h"
"Tulu","Onset","pl",1,"p"
"Tulu","Onset","pl",2,"l"
"Tulu","Onset","pr",1,"p"
"Tulu","Onset","pr",2,"r"
"Tulu","Onset","pɳ",1,"p"
"Tulu","Onset","pɳ",2,"ɳ"
"Tulu","Onset","r",1,"r"
"Tulu","Onset","s",1,"s"
"Tulu","Onset","sk",1,"s"
"Tulu","Onset","sk",2,"k"
"Tulu","Onset","skr",1,"s"
"Tulu","Onset","skr",2,"k"
"Tulu","Onset","skr",3,"r"
"Tulu","Onset","sl",1,"s"
"Tulu","Onset","sl",2,"l"
"Tulu","Onset","sm",1,"s"
"Tulu","Onset","sm",2,"m"
"Tulu","Onset","sn",1,"s"
"Tulu","Onset","sn",2,"n"
"Tulu","Onset","sp",1,"s"
"Tulu","Onset","sp",2,"p"
"Tulu","Onset","sr",1,"s"
"Tulu","Onset","sr",2,"r"
"Tulu","Onset","st",1,"s"
"Tulu","Onset","st",2,"t"
"Tulu","Onset","sth",1,"s"
"Tulu","Onset","sth",2,"t"
"Tulu","Onset","sth",3,"h"
"Tulu","Onset","str",1,"s"
"Tulu","Onset","str",2,"t"
"Tulu","Onset","str",3,"r"
"Tulu","Onset","sw",1,"s"
"Tulu","Onset","sw",2,"w"
"Tulu","Onset","sʈ",1,"s"
"Tulu","Onset","sʈ",2,"ʈ"
"Tulu","Onset","t",1,"t"
"Tulu","Onset","th",1,"t"
"Tulu","Onset","th",1,"t"
"Tulu","Onset","th",2,"h"
"Tulu","Onset","th",2,"h"
"Tulu","Onset","tj",1,"t"
"Tulu","Onset","tj",2,"j"
"Tulu","Onset","tl",1,"t"
"Tulu","Onset","tl",1,"t"
"Tulu","Onset","tl",2,"l"
"Tulu","Onset","tl",2,"l"
"Tulu","Onset","tm",1,"t"
"Tulu","Onset","tm",2,"m"
"Tulu","Onset","tn",1,"t"
"Tulu","Onset","tn",2,"n"
"Tulu","Onset","tr",1,"t"
"Tulu","Onset","tr",2,"r"
"Tulu","Onset","ts",1,"t"
"Tulu","Onset","ts",2,"s"
"Tulu","Onset","tw",1,"t"
"Tulu","Onset","tw",2,"w"
"Tulu","Onset","w",1,"w"
"Tulu","Onset","wj",1,"w"
"Tulu","Onset","wj",2,"j"
"Tulu","Onset","wr",1,"w"
"Tulu","Onset","wr",2,"r"
"Tulu","Onset","ŋ",1,"ŋ"
"Tulu","Onset","ɖ",1,"ɖ"
"Tulu","Onset","ɖh",1,"ɖ"
"Tulu","Onset","ɖh",2,"h"
"Tulu","Onset","ɖj",1,"ɖ"
"Tulu","Onset","ɖj",2,"j"
"Tulu","Onset","ɖr",1,"ɖ"
"Tulu","Onset","ɖr",2,"r"
"Tulu","Onset","ɖɭ",1,"ɖ"
"Tulu","Onset","ɖɭ",2,"ɭ"
"Tulu","Onset","ɟ",1,"ɟ"
"Tulu","Onset","ɟh",1,"ɟ"
"Tulu","Onset","ɟh",2,"h"
"Tulu","Onset","ɟl",1,"ɟ"
"Tulu","Onset","ɟl",2,"l"
"Tulu","Onset","ɟn",1,"ɟ"
"Tulu","Onset","ɟn",2,"n"
"Tulu","Onset","ɟr",1,"ɟ"
"Tulu","Onset","ɟr",2,"r"
"Tulu","Onset","ɟw",1,"ɟ"
"Tulu","Onset","ɟw",2,"w"
"Tulu","Onset","ɟɲ",1,"ɟ"
"Tulu","Onset","ɟɲ",2,"ɲ"
"Tulu","Onset","ɡ",1,"ɡ"
"Tulu","Onset","ɡh",1,"ɡ"
"Tulu","Onset","ɡh",2,"h"
"Tulu","Onset","ɡhr",1,"ɡ"
"Tulu","Onset","ɡhr",2,"h"
"Tulu","Onset","ɡhr",3,"r"
"Tulu","Onset","ɡl",1,"ɡ"
"Tulu","Onset","ɡl",2,"l"
"Tulu","Onset","ɡn",1,"ɡ"
"Tulu","Onset","ɡn",2,"n"
"Tulu","Onset","ɡr",1,"ɡ"
"Tulu","Onset","ɡr",2,"r"
"Tulu","Onset","ɭ",1,"ɭ"
"Tulu","Onset","ɲ",1,"ɲ"
"Tulu","Onset","ɳ",1,"ɳ"
"Tulu","Onset","ʂ",1,"ʂ"
"Tulu","Onset","ʂj",1,"ʂ"
"Tulu","Onset","ʂj",2,"j"
"Tulu","Onset","ʂm",1,"ʂ"
"Tulu","Onset","ʂm",2,"m"
"Tulu","Onset","ʂr",1,"ʂ"
"Tulu","Onset","ʂr",2,"r"
"Tulu","Onset","ʂw",1,"ʂ"
"Tulu","Onset","ʂw",2,"w"
"Tulu","Onset","ʂɭ",1,"ʂ"
"Tulu","Onset","ʂɭ",2,"ɭ"
"Tulu","Onset","ʈ",1,"ʈ"
"Tulu","Onset","ʈh",1,"ʈ"
"Tulu","Onset","ʈh",2,"h"
"Tulu","Onset","ʈj",1,"ʈ"
"Tulu","Onset","ʈj",2,"j"
"Tulu","Onset","ʈr",1,"ʈ"
"Tulu","Onset","ʈr",2,"r"
"Tulu","Onset","ʈɭ",1,"ʈ"
"Tulu","Onset","ʈɭ",2,"ɭ"
"Tulu","Nucleus","a",1,"a"
"Tulu","Nucleus","aː",1,"aː"
"Tulu","Nucleus","e",1,"e"
"Tulu","Nucleus","eː",1,"eː"
"Tulu","Nucleus","i",1,"i"
"Tulu","Nucleus","iː",1,"iː"
"Tulu","Nucleus","o",1,"o"
"Tulu","Nucleus","oː",1,"oː"
"Tulu","Nucleus","u",1,"u"
"Tulu","Nucleus","uː",1,"uː"
"Tulu","Nucleus","ɛ",1,"ɛ"
"Tulu","Nucleus","ɛː",1,"ɛː"
"Tulu","Nucleus","ɨ",1,"ɨ"
"Tulu","Nucleus","ɨː",1,"ɨː"
"Tulu","Coda","#",1,"#"
"Tulu","Coda","b",1,"b"
"Tulu","Coda","c",1,"c"
"Tulu","Coda","d",1,"d"
"Tulu","Coda","h",1,"h"
"Tulu","Coda","j",1,"j"
"Tulu","Coda","k",1,"k"
"Tulu","Coda","l",1,"l"
"Tulu","Coda","m",1,"m"
"Tulu","Coda","n",1,"n"
"Tulu","Coda","p",1,"p"
"Tulu","Coda","r",1,"r"
"Tulu","Coda","s",1,"s"
"Tulu","Coda","t",1,"t"
"Tulu","Coda","w",1,"w"
"Tulu","Coda","ŋ",1,"ŋ"
"Tulu","Coda","ɖ",1,"ɖ"
"Tulu","Coda","ɟ",1,"ɟ"
"Tulu","Coda","ɡ",1,"ɡ"
"Tulu","Coda","ɭ",1,"ɭ"
"Tulu","Coda","ɲ",1,"ɲ"
"Tulu","Coda","ɳ",1,"ɳ"
"Tulu","Coda","ʂ",1,"ʂ"
"Tulu","Coda","ʈ",1,"ʈ"
"Tundra Nenets","Onset","#",1,"#"
"Tundra Nenets","Onset","C",1,"C"
"Tundra Nenets","Nucleus","a",1,"a"
"Tundra Nenets","Nucleus","ă",1,"ă"
"Tundra Nenets","Nucleus","e",1,"e"
"Tundra Nenets","Nucleus","i",1,"i"
"Tundra Nenets","Nucleus","iː",1,"iː"
"Tundra Nenets","Nucleus","o",1,"o"
"Tundra Nenets","Nucleus","u",1,"u"
"Tundra Nenets","Nucleus","uː",1,"uː"
"Tundra Nenets","Nucleus","æː",1,"æː"
"Tundra Nenets","Nucleus","ə̆",1,"ə̆"
"Tundra Nenets","Coda","#",1,"#"
"Tundra Nenets","Coda","C",1,"C"
"Turkish","Onset","#",1,"#"
"Turkish","Onset","b",1,"b"
"Turkish","Onset","c",1,"c"
"Turkish","Onset","d",1,"d"
"Turkish","Onset","d͡ʒ",1,"d͡ʒ"
"Turkish","Onset","f",1,"f"
"Turkish","Onset","h",1,"h"
"Turkish","Onset","j",1,"j"
"Turkish","Onset","k",1,"k"
"Turkish","Onset","l",1,"l"
"Turkish","Onset","lˠ",1,"lˠ"
"Turkish","Onset","m",1,"m"
"Turkish","Onset","n",1,"n"
"Turkish","Onset","p",1,"p"
"Turkish","Onset","r",1,"r"
"Turkish","Onset","s",1,"s"
"Turkish","Onset","t",1,"t"
"Turkish","Onset","t͡ʃ",1,"t͡ʃ"
"Turkish","Onset","v",1,"v"
"Turkish","Onset","z",1,"z"
